student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,average_score,risk_category,performance_level
9583,18,male,public,phd,0.8,71.1,no,30-60 min,no,mixed,44.5,43.1,29.1,34.6,f,38.9,At Risk,Low
9584,14,other,private,diploma,6.4,84.1,yes,15-30 min,no,mixed,90.5,92.0,92.3,91.2,b,91.60000000000001,Safe,High
9585,18,female,public,high school,3.1,70.9,yes,15-30 min,yes,group study,42.6,65.7,73.5,62.5,d,60.6,Safe,Medium
9586,15,male,private,high school,6.1,92.8,yes,<15 min,yes,mixed,73.4,82.7,92.4,76.6,c,82.83333333333334,Safe,High
9587,19,other,private,high school,6.0,88.9,yes,15-30 min,no,mixed,97.8,90.7,78.1,80.3,c,88.86666666666667,Safe,High
9588,19,female,public,diploma,5.1,66.8,yes,>60 min,no,mixed,66.7,46.9,83.2,63.7,d,65.60000000000001,Safe,Medium
9589,17,male,public,high school,5.2,94.7,yes,<15 min,no,coaching,78.6,87.2,83.6,78.1,c,83.13333333333334,Safe,High
9590,15,female,private,graduate,5.5,74.6,yes,>60 min,yes,textbook,73.0,90.2,81.7,79.0,c,81.63333333333333,Safe,High
9591,15,female,public,high school,6.1,73.2,yes,<15 min,no,textbook,64.2,71.4,72.3,69.1,d,69.30000000000001,Safe,Medium
9592,15,other,public,graduate,1.5,86.0,no,15-30 min,yes,coaching,56.4,63.6,63.2,55.1,d,61.06666666666666,Needs Improvement,Medium
9593,19,female,public,graduate,3.2,97.8,yes,30-60 min,yes,mixed,79.9,52.0,73.0,71.8,c,68.3,Safe,Medium
9594,15,other,private,post graduate,6.8,51.7,yes,>60 min,yes,group study,52.0,75.1,67.5,66.5,d,64.86666666666666,Safe,Medium
9595,16,other,public,phd,4.6,58.8,yes,30-60 min,yes,online videos,46.6,45.1,67.0,57.1,d,52.9,Needs Improvement,Medium
9596,16,male,public,no formal,1.5,90.3,yes,15-30 min,no,notes,51.3,58.2,60.3,48.3,e,56.6,Needs Improvement,Medium
9597,18,female,public,no formal,7.7,72.1,yes,30-60 min,no,textbook,92.7,100.0,92.6,91.9,b,95.09999999999998,Safe,High
9598,19,male,private,diploma,7.9,92.9,yes,30-60 min,yes,group study,81.3,100.0,99.8,100.0,a,93.7,Safe,High
9599,17,female,private,graduate,4.3,67.6,yes,<15 min,no,group study,57.5,77.3,53.8,61.5,d,62.866666666666674,Safe,Medium
9600,18,male,public,post graduate,4.5,98.8,yes,<15 min,no,online videos,94.5,79.2,78.4,81.5,c,84.03333333333333,Safe,High
9601,17,female,public,high school,2.7,60.8,yes,15-30 min,no,notes,54.3,66.1,66.8,54.8,e,62.4,Needs Improvement,Medium
9602,16,male,private,diploma,4.4,97.4,yes,>60 min,yes,notes,63.3,70.0,73.2,72.2,c,68.83333333333333,Safe,Medium
9603,14,female,public,graduate,7.8,89.5,yes,>60 min,yes,coaching,98.0,100.0,100.0,99.6,a,99.33333333333333,Safe,High
9604,15,female,private,graduate,2.4,98.7,yes,15-30 min,no,online videos,78.8,71.0,59.6,66.0,d,69.8,Safe,Medium
9605,16,other,public,graduate,2.8,58.1,yes,15-30 min,no,group study,56.7,27.6,54.8,51.5,e,46.366666666666674,Needs Improvement,Low
9606,14,other,private,graduate,7.2,67.7,no,30-60 min,yes,online videos,72.4,88.3,86.1,79.9,c,82.26666666666667,Safe,High
9607,15,female,private,no formal,3.4,59.9,yes,<15 min,no,notes,46.8,26.6,59.0,41.9,e,44.13333333333333,Needs Improvement,Low
9608,16,female,private,diploma,7.8,91.5,yes,30-60 min,yes,textbook,96.6,100.0,81.1,100.0,a,92.56666666666666,Safe,High
9609,16,other,private,graduate,3.1,63.4,yes,30-60 min,yes,mixed,36.2,56.7,58.7,48.4,e,50.53333333333334,Needs Improvement,Medium
9610,18,other,public,no formal,0.5,76.3,yes,>60 min,no,mixed,34.5,23.7,26.5,24.9,f,28.233333333333334,At Risk,Low
9611,19,male,private,phd,7.7,59.7,yes,>60 min,no,group study,80.7,93.5,76.8,75.8,c,83.66666666666667,Safe,High
9612,18,female,private,graduate,2.3,85.4,yes,15-30 min,yes,mixed,51.6,63.1,41.9,60.7,d,52.199999999999996,Safe,Medium
9613,14,other,private,post graduate,5.7,87.2,yes,>60 min,no,group study,81.4,63.4,57.9,72.3,c,67.56666666666668,Safe,Medium
9614,16,male,public,graduate,0.9,55.8,yes,30-60 min,yes,textbook,13.6,38.7,41.4,35.9,f,31.233333333333334,At Risk,Low
9615,18,male,private,phd,6.1,84.3,no,15-30 min,no,group study,87.1,100.0,100.0,87.3,b,95.7,Safe,High
9616,17,other,private,no formal,2.2,58.3,yes,30-60 min,no,mixed,64.0,47.0,44.8,42.2,e,51.93333333333334,Needs Improvement,Medium
9617,16,other,private,phd,6.5,97.7,yes,<15 min,no,textbook,100.0,78.0,100.0,97.1,a,92.66666666666667,Safe,High
9618,16,female,public,high school,7.7,94.0,yes,<15 min,yes,group study,96.9,100.0,71.9,100.0,a,89.60000000000001,Safe,High
9619,16,female,public,phd,0.8,60.1,yes,15-30 min,yes,online videos,57.4,35.7,14.6,30.9,f,35.9,At Risk,Low
9620,17,female,public,no formal,3.3,67.0,yes,<15 min,yes,textbook,50.2,45.8,27.1,44.4,e,41.03333333333333,Needs Improvement,Low
9621,15,female,private,high school,5.9,79.8,yes,>60 min,no,notes,70.0,46.2,82.9,72.1,c,66.36666666666667,Safe,Medium
9622,17,other,public,graduate,8.0,90.3,yes,30-60 min,yes,mixed,100.0,92.2,100.0,100.0,a,97.39999999999999,Safe,High
9623,15,other,private,graduate,3.2,97.2,yes,>60 min,yes,textbook,63.8,73.4,68.5,68.3,d,68.56666666666666,Safe,Medium
9624,18,female,private,no formal,8.0,71.0,no,<15 min,no,mixed,100.0,100.0,100.0,96.1,a,100.0,Safe,High
9625,19,male,private,diploma,7.2,74.4,no,<15 min,no,coaching,88.0,82.0,88.7,91.1,b,86.23333333333333,Safe,High
9626,17,male,private,phd,5.9,57.8,no,30-60 min,yes,mixed,74.4,63.5,84.7,71.5,c,74.2,Safe,Medium
9627,16,male,private,high school,3.4,67.5,no,15-30 min,no,textbook,55.9,49.6,74.7,58.3,d,60.06666666666666,Needs Improvement,Medium
9628,19,female,public,phd,4.5,99.6,yes,>60 min,no,coaching,58.7,81.1,58.0,75.2,c,65.93333333333334,Safe,Medium
9629,17,female,public,post graduate,5.9,96.9,yes,<15 min,no,coaching,78.1,90.1,91.7,84.1,c,86.63333333333333,Safe,High
9630,16,other,private,phd,5.6,70.7,yes,15-30 min,yes,notes,62.9,69.8,71.0,63.8,d,67.89999999999999,Safe,Medium
9631,14,other,private,phd,2.7,61.2,yes,15-30 min,no,textbook,50.6,46.9,40.1,51.3,e,45.86666666666667,Needs Improvement,Low
9632,14,female,public,high school,4.7,78.6,no,>60 min,yes,coaching,75.0,60.2,51.9,66.5,d,62.36666666666667,Safe,Medium
9633,15,male,private,phd,6.8,71.2,yes,>60 min,yes,mixed,96.8,96.6,89.9,90.8,b,94.43333333333332,Safe,High
9634,15,other,public,diploma,4.1,87.6,yes,30-60 min,no,notes,61.1,78.7,67.7,64.6,d,69.16666666666667,Safe,Medium
9635,18,other,public,high school,4.7,81.5,no,<15 min,yes,textbook,66.3,72.9,77.2,70.3,c,72.13333333333333,Safe,Medium
9636,17,female,public,phd,3.0,83.0,yes,30-60 min,yes,coaching,65.7,67.9,77.4,63.6,d,70.33333333333334,Safe,Medium
9637,19,male,public,diploma,1.7,68.7,yes,<15 min,no,online videos,47.0,41.3,50.6,49.6,e,46.300000000000004,Needs Improvement,Low
9638,17,female,private,post graduate,1.0,80.9,yes,15-30 min,no,notes,42.7,36.0,49.3,47.1,e,42.666666666666664,Needs Improvement,Low
9639,19,female,private,graduate,3.5,84.5,yes,15-30 min,no,mixed,59.9,73.7,92.2,67.7,d,75.26666666666667,Safe,High
9640,17,other,private,high school,5.2,82.4,yes,>60 min,no,coaching,66.0,65.4,72.8,69.4,d,68.06666666666666,Safe,Medium
9641,16,female,public,phd,6.2,84.8,yes,<15 min,no,online videos,80.2,74.8,69.3,74.7,c,74.76666666666667,Safe,Medium
9642,18,female,private,phd,1.1,94.5,yes,30-60 min,yes,mixed,33.4,51.6,50.5,43.2,e,45.166666666666664,Needs Improvement,Low
9643,16,female,private,graduate,2.9,63.4,yes,15-30 min,yes,notes,47.9,47.8,38.2,42.7,e,44.633333333333326,Needs Improvement,Low
9644,15,female,public,graduate,6.6,57.8,yes,30-60 min,no,notes,100.0,76.9,78.1,82.5,c,85.0,Safe,High
9645,16,male,private,no formal,1.3,51.7,yes,15-30 min,yes,group study,35.6,47.9,30.3,40.5,e,37.93333333333333,Needs Improvement,Low
9646,17,male,public,post graduate,7.9,85.0,yes,>60 min,no,notes,86.4,98.5,92.0,88.7,b,92.3,Safe,High
9647,16,other,public,phd,5.2,66.8,yes,<15 min,no,coaching,68.3,86.9,86.9,72.5,c,80.7,Safe,High
9648,18,female,private,phd,7.6,75.3,yes,<15 min,yes,coaching,98.7,92.7,100.0,95.2,a,97.13333333333333,Safe,High
9649,19,other,private,graduate,6.0,53.7,yes,30-60 min,no,online videos,57.9,59.3,68.2,60.8,d,61.79999999999999,Safe,Medium
9650,16,female,public,phd,7.7,96.3,yes,<15 min,yes,textbook,97.8,90.8,100.0,100.0,a,96.2,Safe,High
9651,15,other,public,post graduate,5.5,79.4,yes,>60 min,no,mixed,70.2,93.6,100.0,85.4,b,87.93333333333334,Safe,High
9652,16,male,private,graduate,2.5,56.2,yes,<15 min,yes,online videos,34.9,46.5,30.2,37.3,f,37.2,At Risk,Low
9653,19,male,public,post graduate,6.5,70.3,yes,15-30 min,yes,online videos,67.3,80.2,73.2,78.9,c,73.56666666666666,Safe,Medium
9654,15,female,private,no formal,2.2,65.6,yes,>60 min,no,online videos,32.4,55.9,43.8,39.8,f,44.03333333333333,At Risk,Low
9655,19,other,public,post graduate,4.7,93.3,yes,15-30 min,yes,notes,91.6,83.6,80.2,79.7,c,85.13333333333333,Safe,High
9656,16,male,public,graduate,3.3,93.8,yes,>60 min,yes,notes,59.1,60.3,60.3,67.7,d,59.9,Safe,Medium
9657,19,female,public,diploma,6.5,89.5,no,30-60 min,yes,online videos,83.7,89.1,89.9,87.4,b,87.56666666666668,Safe,High
9658,18,male,public,graduate,6.2,69.4,yes,15-30 min,yes,coaching,80.8,73.2,54.2,74.9,c,69.39999999999999,Safe,Medium
9659,18,other,private,phd,7.0,97.2,yes,>60 min,no,mixed,97.3,100.0,100.0,100.0,a,99.10000000000001,Safe,High
9660,19,female,private,graduate,2.4,63.8,yes,30-60 min,yes,mixed,42.6,62.8,29.0,36.8,f,44.800000000000004,At Risk,Low
9661,15,female,private,diploma,8.0,83.1,yes,30-60 min,no,group study,100.0,100.0,80.4,100.0,a,93.46666666666665,Safe,High
9662,17,male,private,diploma,6.5,76.2,yes,>60 min,no,group study,85.3,92.5,91.3,80.8,c,89.7,Safe,High
9663,14,male,public,graduate,3.4,71.9,yes,<15 min,no,textbook,44.9,44.1,58.8,57.4,d,49.26666666666667,Needs Improvement,Low
9664,15,female,private,graduate,1.5,59.4,yes,15-30 min,no,textbook,47.5,51.9,43.1,37.7,f,47.5,At Risk,Low
9665,14,female,private,high school,3.1,62.0,yes,15-30 min,yes,notes,52.3,63.4,74.4,55.7,d,63.36666666666667,Needs Improvement,Medium
9666,18,other,private,graduate,1.3,91.1,yes,15-30 min,no,coaching,20.8,53.8,49.6,39.4,f,41.4,At Risk,Low
9667,17,male,private,high school,5.1,83.4,yes,15-30 min,no,coaching,56.5,51.2,81.2,68.0,d,62.96666666666667,Safe,Medium
9668,18,male,public,phd,1.3,96.6,yes,>60 min,no,group study,47.3,42.5,53.6,49.5,e,47.800000000000004,Needs Improvement,Low
9669,15,male,public,graduate,3.7,84.1,no,<15 min,no,notes,73.2,73.5,88.7,66.4,d,78.46666666666665,Safe,High
9670,15,male,private,phd,5.5,53.0,no,<15 min,yes,mixed,54.8,42.7,63.7,58.5,d,53.73333333333333,Needs Improvement,Medium
9671,18,male,public,diploma,3.9,55.8,yes,30-60 min,no,textbook,51.5,64.4,35.5,48.9,e,50.46666666666667,Needs Improvement,Medium
9672,18,female,private,diploma,7.1,86.2,yes,30-60 min,yes,group study,83.6,94.5,72.8,88.1,b,83.63333333333333,Safe,High
9673,19,male,private,high school,2.3,62.5,yes,>60 min,yes,coaching,67.9,51.2,58.4,49.4,e,59.166666666666664,Needs Improvement,Medium
9674,14,male,private,graduate,4.4,62.4,yes,30-60 min,yes,mixed,50.8,49.3,49.3,57.8,d,49.79999999999999,Needs Improvement,Low
9675,16,other,public,graduate,7.3,70.3,yes,>60 min,no,coaching,100.0,88.7,97.4,95.2,a,95.36666666666667,Safe,High
9676,14,female,public,graduate,3.1,87.3,yes,15-30 min,no,notes,56.0,45.3,62.9,56.3,d,54.73333333333333,Needs Improvement,Medium
9677,18,other,public,phd,4.0,81.9,yes,>60 min,no,online videos,61.6,55.4,54.5,57.6,d,57.166666666666664,Needs Improvement,Medium
9678,14,other,private,graduate,7.5,59.7,yes,15-30 min,no,notes,50.5,85.0,65.0,75.9,c,66.83333333333333,Safe,Medium
9679,18,male,private,post graduate,4.2,94.8,yes,<15 min,no,online videos,91.5,72.2,64.7,75.6,c,76.13333333333333,Safe,High
9680,14,female,public,no formal,7.0,98.6,yes,>60 min,yes,online videos,89.6,100.0,96.4,99.3,a,95.33333333333333,Safe,High
9681,14,other,public,diploma,7.6,89.6,yes,<15 min,no,mixed,100.0,86.5,100.0,100.0,a,95.5,Safe,High
9682,19,female,public,post graduate,2.4,59.7,yes,30-60 min,no,notes,34.4,22.9,28.8,40.9,e,28.7,Needs Improvement,Low
9683,16,other,private,diploma,6.4,89.7,yes,>60 min,no,mixed,70.9,96.2,100.0,84.4,c,89.03333333333335,Safe,High
9684,16,other,private,post graduate,5.4,76.1,no,>60 min,no,coaching,72.8,57.2,69.5,63.8,d,66.5,Safe,Medium
9685,17,female,public,graduate,7.9,51.4,yes,15-30 min,no,group study,75.8,79.7,85.5,81.2,c,80.33333333333333,Safe,High
9686,15,male,private,diploma,4.9,83.4,no,15-30 min,no,coaching,62.9,55.4,63.7,64.0,d,60.666666666666664,Safe,Medium
9687,18,female,public,graduate,6.4,98.8,yes,<15 min,no,coaching,89.5,95.2,93.9,92.5,b,92.86666666666667,Safe,High
9688,16,other,private,phd,3.1,71.6,yes,15-30 min,no,notes,26.8,62.0,49.2,45.0,e,46.0,Needs Improvement,Low
9689,15,female,public,post graduate,5.0,53.2,yes,30-60 min,yes,mixed,56.9,61.3,70.8,69.0,d,63.0,Safe,Medium
9690,16,other,private,phd,6.3,61.5,no,15-30 min,yes,notes,54.9,59.8,89.6,75.5,c,68.1,Safe,Medium
9691,14,female,private,no formal,7.8,77.9,yes,>60 min,yes,textbook,90.7,88.3,100.0,100.0,a,93.0,Safe,High
9692,15,female,public,post graduate,2.4,89.6,yes,30-60 min,no,online videos,72.3,57.1,59.3,56.6,d,62.9,Needs Improvement,Medium
9693,17,other,private,phd,1.1,59.3,yes,30-60 min,yes,online videos,46.9,23.0,28.2,34.8,f,32.7,At Risk,Low
9694,14,male,private,phd,7.8,61.0,yes,<15 min,yes,mixed,100.0,83.3,83.5,92.0,b,88.93333333333334,Safe,High
9695,14,female,public,graduate,5.0,96.1,yes,>60 min,no,notes,80.5,49.6,71.1,70.6,c,67.06666666666666,Safe,Medium
9696,17,male,private,diploma,0.6,94.1,yes,>60 min,yes,coaching,38.4,38.1,33.4,35.2,f,36.63333333333333,At Risk,Low
9697,16,female,public,graduate,4.4,95.8,yes,30-60 min,yes,coaching,96.6,89.2,88.3,81.7,c,91.36666666666667,Safe,High
9698,14,other,private,phd,7.5,58.8,no,>60 min,yes,online videos,71.7,67.7,94.3,76.5,c,77.89999999999999,Safe,High
9699,18,other,private,phd,7.9,96.6,yes,30-60 min,yes,notes,100.0,93.1,100.0,100.0,a,97.7,Safe,High
9700,18,male,private,phd,2.9,67.0,yes,>60 min,yes,group study,43.0,44.1,35.9,42.2,e,41.0,Needs Improvement,Low
9701,14,other,private,phd,6.4,75.8,yes,15-30 min,no,coaching,84.4,89.6,72.1,84.2,c,82.03333333333333,Safe,High
9702,15,other,private,graduate,3.9,72.8,yes,<15 min,yes,coaching,67.0,67.2,65.7,66.5,d,66.63333333333333,Safe,Medium
9703,16,other,public,high school,3.5,98.9,no,30-60 min,yes,textbook,86.0,73.2,75.4,72.2,c,78.2,Safe,High
9704,18,female,private,no formal,6.2,63.1,yes,30-60 min,no,group study,100.0,76.8,71.2,80.5,c,82.66666666666667,Safe,High
9705,14,male,public,phd,2.5,97.9,yes,>60 min,no,mixed,43.8,62.8,56.8,56.4,d,54.46666666666666,Needs Improvement,Medium
9706,18,female,public,no formal,3.7,98.0,yes,>60 min,no,coaching,87.3,81.9,90.3,77.3,c,86.5,Safe,High
9707,15,other,private,no formal,2.3,95.9,yes,<15 min,no,notes,54.9,48.8,53.5,57.5,d,52.4,Needs Improvement,Medium
9708,14,female,private,diploma,1.6,67.9,no,15-30 min,no,notes,33.7,30.2,32.7,34.0,f,32.2,At Risk,Low
9709,19,female,private,post graduate,3.3,68.8,yes,30-60 min,yes,coaching,62.7,67.8,70.4,62.1,d,66.96666666666667,Safe,Medium
9710,14,male,public,post graduate,7.7,60.2,yes,15-30 min,no,coaching,100.0,97.9,100.0,92.4,b,99.3,Safe,High
9711,14,female,public,high school,3.6,73.8,yes,<15 min,no,coaching,47.3,50.5,68.2,60.7,d,55.333333333333336,Safe,Medium
9712,19,female,public,graduate,5.6,62.4,yes,<15 min,no,group study,54.6,67.6,54.1,68.1,d,58.76666666666666,Safe,Medium
9713,17,female,private,phd,2.6,81.4,yes,30-60 min,yes,mixed,60.7,55.9,74.9,60.0,d,63.833333333333336,Safe,Medium
9714,16,other,private,post graduate,7.0,93.4,yes,>60 min,yes,online videos,84.4,80.2,92.8,99.0,a,85.80000000000001,Safe,High
9715,18,male,private,phd,5.2,97.5,no,30-60 min,no,coaching,83.0,96.6,76.7,81.1,c,85.43333333333334,Safe,High
9716,17,male,private,post graduate,7.6,71.9,yes,30-60 min,yes,coaching,94.5,80.8,71.7,84.4,c,82.33333333333333,Safe,High
9717,17,other,private,no formal,2.9,71.6,no,30-60 min,no,group study,60.6,48.3,51.6,56.3,d,53.5,Needs Improvement,Medium
9718,14,other,private,high school,4.5,75.7,yes,>60 min,no,group study,76.8,72.4,76.3,72.9,c,75.16666666666667,Safe,High
9719,17,male,private,high school,1.9,95.6,yes,15-30 min,no,coaching,38.8,42.5,35.8,47.1,e,39.03333333333333,Needs Improvement,Low
9720,15,other,public,no formal,1.5,53.9,yes,<15 min,no,mixed,42.9,39.7,25.0,26.3,f,35.86666666666667,At Risk,Low
9721,18,male,public,phd,4.9,65.3,yes,30-60 min,no,textbook,83.5,82.0,55.2,70.6,c,73.56666666666666,Safe,Medium
9722,17,male,public,post graduate,6.5,59.9,yes,>60 min,yes,online videos,96.5,82.9,89.3,83.2,c,89.56666666666666,Safe,High
9723,14,male,public,phd,2.0,88.8,yes,>60 min,no,online videos,53.5,56.7,43.5,47.6,e,51.23333333333333,Needs Improvement,Medium
9724,19,female,private,high school,5.8,68.9,yes,<15 min,no,textbook,66.0,76.0,78.3,75.8,c,73.43333333333334,Safe,Medium
9725,15,male,private,phd,5.5,98.2,yes,<15 min,yes,coaching,62.7,58.8,70.1,75.6,c,63.86666666666667,Safe,Medium
9726,15,male,private,phd,4.1,99.0,no,<15 min,yes,mixed,90.0,78.1,80.1,78.0,c,82.73333333333333,Safe,High
9727,19,other,private,no formal,6.3,94.0,yes,>60 min,no,coaching,89.3,88.5,86.4,94.2,b,88.06666666666668,Safe,High
9728,18,female,private,phd,5.0,75.4,yes,>60 min,no,mixed,49.5,56.2,52.4,63.5,d,52.699999999999996,Safe,Medium
9729,19,female,private,no formal,7.6,96.5,yes,30-60 min,no,online videos,75.5,100.0,100.0,100.0,a,91.83333333333333,Safe,High
9730,17,other,private,diploma,6.2,68.8,yes,<15 min,no,mixed,85.5,95.6,87.8,74.9,c,89.63333333333333,Safe,High
9731,19,male,private,high school,7.1,69.6,yes,30-60 min,yes,coaching,96.3,77.3,68.0,85.1,b,80.53333333333333,Safe,High
9732,14,other,public,graduate,3.2,73.6,yes,30-60 min,no,mixed,85.5,65.6,52.3,63.2,d,67.8,Safe,Medium
9733,17,female,private,no formal,6.6,84.9,yes,>60 min,no,notes,96.2,94.8,100.0,94.0,b,97.0,Safe,High
9734,15,other,private,phd,7.9,53.2,yes,15-30 min,yes,coaching,84.1,100.0,83.5,83.1,c,89.2,Safe,High
9735,16,other,public,diploma,1.7,76.8,no,<15 min,no,mixed,30.9,46.7,52.7,51.1,e,43.43333333333334,Needs Improvement,Low
9736,15,male,public,phd,4.3,98.3,yes,>60 min,yes,notes,79.6,86.1,90.2,69.0,d,85.3,Safe,High
9737,15,male,public,diploma,7.0,53.4,yes,15-30 min,yes,mixed,68.3,51.8,66.4,70.2,c,62.166666666666664,Safe,Medium
9738,16,female,private,graduate,3.5,54.3,yes,30-60 min,no,group study,46.9,41.0,37.6,47.3,e,41.833333333333336,Needs Improvement,Low
9739,19,female,public,post graduate,4.3,97.2,yes,>60 min,no,online videos,65.0,81.7,64.6,73.2,c,70.43333333333332,Safe,Medium
9740,17,male,private,phd,6.1,91.6,yes,30-60 min,no,coaching,85.7,65.2,97.4,86.5,b,82.76666666666667,Safe,High
9741,16,male,public,diploma,6.7,50.0,yes,15-30 min,yes,notes,70.5,64.4,49.7,67.2,d,61.53333333333334,Safe,Medium
9742,16,other,public,graduate,2.0,72.6,yes,>60 min,yes,textbook,41.0,30.6,34.3,44.5,e,35.3,Needs Improvement,Low
9743,17,other,public,high school,3.4,65.5,yes,30-60 min,no,coaching,33.0,33.3,42.5,47.1,e,36.266666666666666,Needs Improvement,Low
9744,15,male,private,no formal,3.5,58.4,yes,15-30 min,yes,textbook,56.9,65.8,33.1,48.7,e,51.93333333333333,Needs Improvement,Medium
9745,17,other,public,phd,1.6,52.6,yes,15-30 min,no,group study,40.3,45.6,26.4,35.6,f,37.43333333333334,At Risk,Low
9746,18,male,private,graduate,1.2,62.5,no,>60 min,yes,notes,29.0,33.5,43.2,31.8,f,35.233333333333334,At Risk,Low
9747,15,female,public,diploma,6.1,82.6,yes,>60 min,no,textbook,86.2,84.7,61.8,72.0,c,77.56666666666666,Safe,High
9748,17,male,public,post graduate,6.9,65.2,yes,<15 min,no,group study,82.4,89.7,66.1,84.8,c,79.4,Safe,High
9749,18,female,public,post graduate,7.6,65.4,yes,<15 min,no,notes,89.0,96.7,86.6,87.0,b,90.76666666666665,Safe,High
9750,17,male,public,phd,7.7,63.1,yes,<15 min,yes,textbook,57.4,82.4,57.6,79.5,c,65.8,Safe,Medium
9751,15,male,public,diploma,8.0,54.9,yes,<15 min,no,group study,69.5,73.6,90.1,77.6,c,77.73333333333333,Safe,High
9752,17,male,private,no formal,1.1,79.7,yes,30-60 min,yes,online videos,42.5,31.2,32.9,38.4,f,35.53333333333333,At Risk,Low
9753,18,male,private,diploma,3.5,86.6,yes,30-60 min,yes,mixed,68.6,69.1,65.5,71.4,c,67.73333333333333,Safe,Medium
9754,15,male,private,diploma,1.1,99.0,yes,15-30 min,no,textbook,51.6,29.3,43.9,45.7,e,41.6,Needs Improvement,Low
9755,17,female,public,high school,5.6,61.3,yes,30-60 min,yes,group study,57.2,80.0,86.2,78.9,c,74.46666666666665,Safe,Medium
9756,18,other,private,graduate,7.8,58.1,yes,15-30 min,no,group study,96.4,100.0,84.5,90.1,b,93.63333333333333,Safe,High
9757,15,male,public,diploma,0.8,85.4,yes,15-30 min,yes,mixed,48.5,41.5,26.0,50.0,e,38.666666666666664,Needs Improvement,Low
9758,16,other,public,phd,4.4,66.2,yes,>60 min,no,textbook,82.6,67.6,59.7,68.8,d,69.96666666666665,Safe,Medium
9759,19,female,private,no formal,4.5,75.4,yes,30-60 min,no,online videos,71.2,51.0,78.7,72.4,c,66.96666666666667,Safe,Medium
9760,16,male,private,post graduate,1.7,85.4,yes,>60 min,no,notes,47.3,42.1,28.9,41.3,e,39.43333333333334,Needs Improvement,Low
9761,17,male,private,graduate,6.8,71.0,no,15-30 min,no,online videos,84.9,100.0,73.9,79.1,c,86.26666666666667,Safe,High
9762,14,other,public,high school,3.5,68.6,yes,>60 min,yes,notes,68.5,60.8,58.9,59.0,d,62.73333333333334,Needs Improvement,Medium
9763,19,male,private,diploma,3.7,72.0,yes,30-60 min,yes,group study,58.3,64.9,46.5,55.0,d,56.56666666666666,Needs Improvement,Medium
9764,17,female,public,phd,7.7,72.8,yes,<15 min,no,group study,92.6,87.5,95.8,92.4,b,91.96666666666665,Safe,High
9765,18,male,public,diploma,2.4,50.0,yes,30-60 min,yes,group study,29.2,37.1,23.7,31.1,f,30.0,At Risk,Low
9766,17,other,public,graduate,3.4,59.4,yes,>60 min,no,notes,61.5,44.5,66.8,50.8,e,57.6,Needs Improvement,Medium
9767,16,other,public,graduate,6.3,80.5,no,>60 min,no,mixed,84.4,89.6,97.4,87.5,b,90.46666666666665,Safe,High
9768,16,male,public,phd,4.1,50.9,yes,30-60 min,yes,online videos,52.9,41.6,57.6,58.6,d,50.699999999999996,Needs Improvement,Medium
9769,18,male,public,graduate,5.0,63.8,yes,<15 min,yes,textbook,70.8,74.4,78.3,63.2,d,74.5,Safe,Medium
9770,19,female,public,phd,4.1,72.0,yes,>60 min,yes,group study,77.5,71.1,68.6,66.1,d,72.39999999999999,Safe,Medium
9771,14,female,private,phd,2.6,72.1,yes,30-60 min,no,online videos,66.5,58.0,53.8,50.8,e,59.43333333333334,Needs Improvement,Medium
9772,19,female,public,no formal,1.7,52.4,yes,30-60 min,yes,online videos,48.0,27.1,36.9,31.4,f,37.333333333333336,At Risk,Low
9773,18,female,private,phd,6.9,93.8,yes,>60 min,no,notes,85.9,88.8,86.2,84.0,c,86.96666666666665,Safe,High
9774,14,male,public,phd,2.6,54.5,yes,>60 min,no,notes,40.2,48.3,40.5,33.7,f,43.0,At Risk,Low
9775,14,male,private,no formal,8.0,93.8,yes,<15 min,yes,group study,100.0,87.1,97.2,94.6,b,94.76666666666667,Safe,High
9776,18,female,private,diploma,0.6,99.5,yes,>60 min,no,online videos,60.9,58.1,53.8,50.5,e,57.6,Needs Improvement,Medium
9777,19,other,private,high school,7.1,58.9,yes,>60 min,yes,mixed,88.9,72.4,90.2,72.6,c,83.83333333333333,Safe,High
9778,16,other,public,phd,7.6,53.5,no,>60 min,yes,group study,91.4,97.2,96.9,81.6,c,95.16666666666667,Safe,High
9779,17,female,public,diploma,0.9,56.1,yes,30-60 min,yes,group study,14.0,14.3,9.9,21.6,f,12.733333333333334,At Risk,Low
9780,19,other,public,high school,5.2,92.6,yes,30-60 min,no,online videos,80.5,77.4,82.2,82.7,c,80.03333333333335,Safe,High
9781,15,female,public,no formal,6.4,98.6,yes,<15 min,no,mixed,66.3,92.0,80.7,82.2,c,79.66666666666667,Safe,High
9782,15,female,private,post graduate,5.1,79.6,yes,15-30 min,no,group study,72.9,73.5,56.7,75.1,c,67.7,Safe,Medium
9783,19,female,private,no formal,7.1,97.4,yes,<15 min,no,textbook,93.5,100.0,100.0,99.1,a,97.83333333333333,Safe,High
9784,15,female,private,high school,1.5,88.5,yes,15-30 min,yes,textbook,34.4,48.6,31.3,41.0,e,38.1,Needs Improvement,Low
9785,16,male,private,graduate,7.6,78.4,yes,30-60 min,no,mixed,84.4,88.7,95.5,86.6,b,89.53333333333335,Safe,High
